dataset,config,k,seed,f1
ModelSet,LLM(NL),0,8,0.7414691498036062
ModelSet,LLM(NL),0,9,0.7428113251923536
ModelSet,LLM(NL),1,0,0.7993055371321535
ModelSet,LLM(NL),1,1,0.7897727212129166
ModelSet,LLM(NL),1,2,0.7849141674187794
ModelSet,LLM(NL),1,3,0.7976770254592238
ModelSet,LLM(NL),1,4,0.7835116529453279
ModelSet,LLM(NL),1,5,0.7844820204056238
ModelSet,LLM(NL),1,6,0.7828494561289082
ModelSet,LLM(NL),1,7,0.7693449474407559
ModelSet,LLM(NL),1,8,0.794778312912289
ModelSet,LLM(NL),1,9,0.7761182398777607
ModelSet,LLM(NL),2,0,0.7748817655252059
ModelSet,LLM(NL),2,1,0.773305153055388
ModelSet,LLM(NL),2,2,0.7865429154177064
ModelSet,LLM(NL),2,3,0.7793827549538648
ModelSet,LLM(NL),2,4,0.7801387489532773
ModelSet,LLM(NL),2,5,0.7648848618549126
ModelSet,LLM(NL),2,6,0.7792130665658877
ModelSet,LLM(NL),2,7,0.766713002101071
ModelSet,LLM(NL),2,8,0.7827647729609778
ModelSet,LLM(NL),2,9,0.7833005069414788
ModelSet,LLM(NL),3,0,0.7758434226553833
ModelSet,LLM(NL),3,1,0.7943882931727076
ModelSet,LLM(NL),3,2,0.7807495602280301
ModelSet,LLM(NL),3,3,0.7813624175753033
ModelSet,LLM(NL),3,4,0.7772808021774441
ModelSet,LLM(NL),3,5,0.7742651773111556
ModelSet,LLM(NL),3,6,0.7846932643459061
ModelSet,LLM(NL),3,7,0.7859130458750728
ModelSet,LLM(NL),3,8,0.7642895567461924
ModelSet,LLM(NL),3,9,0.7854904064430395
ModelSet,LLM(NL+NA),0,0,0.7946244088092447
ModelSet,LLM(NL+NA),0,1,0.7986463006543805
ModelSet,LLM(NL+NA),0,2,0.794195609026721
ModelSet,LLM(NL+NA),0,3,0.7788015724932712
ModelSet,LLM(NL+NA),0,4,0.7794437519425069
ModelSet,LLM(NL+NA),0,5,0.8064213147623046
ModelSet,LLM(NL+NA),0,6,0.7922718148178235
ModelSet,LLM(NL+NA),0,7,0.7772447005525702
ModelSet,LLM(NL+NA),0,8,0.793133188000973
ModelSet,LLM(NL+NA),0,9,0.7867408875705333
ModelSet,LLM(NL+NA),1,0,0.803409274397785
ModelSet,LLM(NL+NA),1,1,0.7993883064546053
ModelSet,LLM(NL+NA),1,2,0.8055759997521746
ModelSet,LLM(NL+NA),1,3,0.8224461328836579
ModelSet,LLM(NL+NA),1,4,0.8195673500369788
ModelSet,LLM(NL+NA),1,5,0.8177575672843722
ModelSet,LLM(NL+NA),1,6,0.8225621033841636
ModelSet,LLM(NL+NA),1,7,0.825410173841317
ModelSet,LLM(NL+NA),1,8,0.801077433044185
ModelSet,LLM(NL+NA),1,9,0.8172896393606951
ModelSet,LLM(NL+NA),2,0,0.7855487681468115
ModelSet,LLM(NL+NA),2,1,0.7819012451998976
ModelSet,LLM(NL+NA),2,2,0.788075188497469
ModelSet,LLM(NL+NA),2,3,0.7918941511198516
ModelSet,LLM(NL+NA),2,4,0.7906027918909635
ModelSet,LLM(NL+NA),2,5,0.7799079941790785
ModelSet,LLM(NL+NA),2,6,0.7886516543682166
ModelSet,LLM(NL+NA),2,7,0.8111424960273158
ModelSet,LLM(NL+NA),2,8,0.7835090064035821
ModelSet,LLM(NL+NA),2,9,0.7778161631935189
ModelSet,LLM(NL+NA),3,0,0.7484771741247086
ModelSet,LLM(NL+NA),3,1,0.7513696534473339
ModelSet,LLM(NL+NA),3,2,0.7501763969188567
ModelSet,LLM(NL+NA),3,3,0.7359225421773814
ModelSet,LLM(NL+NA),3,4,0.7549828543271787
ModelSet,LLM(NL+NA),3,5,0.7389320103034474
ModelSet,LLM(NL+NA),3,6,0.7357861119118344
ModelSet,LLM(NL+NA),3,7,0.7405237022913804
ModelSet,LLM(NL+NA),3,8,0.7450216954395135
ModelSet,LLM(NL+NA),3,9,0.7524268228525801
ModelSet,LLM(NL+NA+NT),0,0,0.8036144864311952
ModelSet,LLM(NL+NA+NT),0,1,0.7977975065604737
ModelSet,LLM(NL+NA+NT),0,2,0.8063961500011108
ModelSet,LLM(NL+NA+NT),0,3,0.7987334061605879
ModelSet,LLM(NL+NA+NT),0,4,0.8060638551342042
ModelSet,LLM(NL+NA+NT),0,5,0.7853651808467172
ModelSet,LLM(NL+NA+NT),0,6,0.7838324340655459
ModelSet,LLM(NL+NA+NT),0,7,0.8049814840195488
ModelSet,LLM(NL+NA+NT),0,8,0.785489257984866
ModelSet,LLM(NL+NA+NT),0,9,0.7952863271957216
ModelSet,LLM(NL+NA+NT),1,0,0.8181170752318611
ModelSet,LLM(NL+NA+NT),1,1,0.8146084424341098
ModelSet,LLM(NL+NA+NT),1,2,0.8149185947353609
ModelSet,LLM(NL+NA+NT),1,3,0.8315336389066033
ModelSet,LLM(NL+NA+NT),1,4,0.7962335864235026
ModelSet,LLM(NL+NA+NT),1,5,0.8269548627125054
ModelSet,LLM(NL+NA+NT),1,6,0.839656551085142
ModelSet,LLM(NL+NA+NT),1,7,0.8192122610450946
ModelSet,LLM(NL+NA+NT),1,8,0.8188292268406852
ModelSet,LLM(NL+NA+NT),1,9,0.8255373371606072
ModelSet,LLM(NL+NA+NT),2,0,0.7954596908651121
ModelSet,LLM(NL+NA+NT),2,1,0.768307559457929
ModelSet,LLM(NL+NA+NT),2,2,0.779789204001997
ModelSet,LLM(NL+NA+NT),2,3,0.7773240512761325
ModelSet,LLM(NL+NA+NT),2,4,0.7840344314915582
ModelSet,LLM(NL+NA+NT),2,5,0.7804326802678656
ModelSet,LLM(NL+NA+NT),2,6,0.7849368780417579
ModelSet,LLM(NL+NA+NT),2,7,0.7752053058627062
ModelSet,LLM(NL+NA+NT),2,8,0.7794410194001167
ModelSet,LLM(NL+NA+NT),2,9,0.7729669185763354
ModelSet,LLM(NL+NA+NT),3,0,0.7440213854669155
ModelSet,LLM(NL+NA+NT),3,1,0.7487261414339438
ModelSet,LLM(NL+NA+NT),3,2,0.7487219108542855
ModelSet,LLM(NL+NA+NT),3,3,0.7394476463198757
ModelSet,LLM(NL+NA+NT),3,4,0.764130525413779
ModelSet,LLM(NL+NA+NT),3,5,0.7487842431880238
ModelSet,LLM(NL+NA+NT),3,6,0.7375466931337781
ModelSet,LLM(NL+NA+NT),3,7,0.759913811333588
ModelSet,LLM(NL+NA+NT),3,8,0.7432654546162996
ModelSet,LLM(NL+NA+NT),3,9,0.754574532012702
ModelSet,LLM(NL+NA+NT+EL),1,0,0.8098468472105105
ModelSet,LLM(NL+NA+NT+EL),1,1,0.8122555460434406
ModelSet,LLM(NL+NA+NT+EL),1,2,0.8115391897756333
ModelSet,LLM(NL+NA+NT+EL),1,3,0.8048234900051765
ModelSet,LLM(NL+NA+NT+EL),1,4,0.8103685165845493
ModelSet,LLM(NL+NA+NT+EL),1,5,0.8282978284834668
ModelSet,LLM(NL+NA+NT+EL),1,6,0.7898615473965008
ModelSet,LLM(NL+NA+NT+EL),1,7,0.8105936139601444
ModelSet,LLM(NL+NA+NT+EL),1,8,0.8139148332535124
ModelSet,LLM(NL+NA+NT+EL),1,9,0.800529556348789
ModelSet,LLM(NL+NA+NT+EL),2,0,0.7606668675935604
ModelSet,LLM(NL+NA+NT+EL),2,1,0.7924302432110447
ModelSet,LLM(NL+NA+NT+EL),2,2,0.7696564663922647
ModelSet,LLM(NL+NA+NT+EL),2,3,0.7917109564544247
ModelSet,LLM(NL+NA+NT+EL),2,4,0.7778218697926661
ModelSet,LLM(NL+NA+NT+EL),2,5,0.773685269543259
ModelSet,LLM(NL+NA+NT+EL),2,6,0.777283734608436
ModelSet,LLM(NL+NA+NT+EL),2,7,0.7787150490091046
ModelSet,LLM(NL+NA+NT+EL),2,8,0.7836168970103939
ModelSet,LLM(NL+NA+NT+EL),2,9,0.7769223426094727
ModelSet,LLM(NL+NA+NT+EL),3,0,0.7813014956470516
ModelSet,LLM(NL+NA+NT+EL),3,1,0.7815865876524041
ModelSet,LLM(NL+NA+NT+EL),3,2,0.7921672198987109
ModelSet,LLM(NL+NA+NT+EL),3,3,0.7873527141793689
ModelSet,LLM(NL+NA+NT+EL),3,4,0.7709818060200966
ModelSet,LLM(NL+NA+NT+EL),3,5,0.7742793408246663
ModelSet,LLM(NL+NA+NT+EL),3,6,0.7829767394166964
ModelSet,LLM(NL+NA+NT+EL),3,7,0.7743937080723029
ModelSet,LLM(NL+NA+NT+EL),3,8,0.7766116168254183
ModelSet,LLM(NL+NA+NT+EL),3,9,0.771396723764529
ModelSet,LLM(NL+NA+NT+EL+ET),1,0,0.8066452142643038
ModelSet,LLM(NL+NA+NT+EL+ET),1,1,0.8128126487613958
ModelSet,LLM(NL+NA+NT+EL+ET),1,2,0.8179564545474884
ModelSet,LLM(NL+NA+NT+EL+ET),1,3,0.8090830785346436
ModelSet,LLM(NL+NA+NT+EL+ET),1,4,0.8276736502664982
ModelSet,LLM(NL+NA+NT+EL+ET),1,5,0.8083122795135008
ModelSet,LLM(NL+NA+NT+EL+ET),1,6,0.8377408084069438
ModelSet,LLM(NL+NA+NT+EL+ET),1,7,0.8180148688019034
ModelSet,LLM(NL+NA+NT+EL+ET),1,8,0.8134705018864021
ModelSet,LLM(NL+NA+NT+EL+ET),1,9,0.8045086972034815
ModelSet,LLM(NL+NA+NT+EL+ET),2,0,0.7805795538178587
ModelSet,LLM(NL+NA+NT+EL+ET),2,1,0.804603815486162
ModelSet,LLM(NL+NA+NT+EL+ET),2,2,0.8076039646492639
ModelSet,LLM(NL+NA+NT+EL+ET),2,3,0.8233020788445953
ModelSet,LLM(NL+NA+NT+EL+ET),2,4,0.7935822540407746
ModelSet,LLM(NL+NA+NT+EL+ET),2,5,0.8231529772698786
ModelSet,LLM(NL+NA+NT+EL+ET),2,6,0.8037388003497133
ModelSet,LLM(NL+NA+NT+EL+ET),2,7,0.8125165119065492
ModelSet,LLM(NL+NA+NT+EL+ET),2,8,0.7831413822602348
ModelSet,LLM(NL+NA+NT+EL+ET),2,9,0.8072512734335848
ModelSet,LLM(NL+NA+NT+EL+ET),3,0,0.7849064115146204
ModelSet,LLM(NL+NA+NT+EL+ET),3,1,0.794141864691393
ModelSet,LLM(NL+NA+NT+EL+ET),3,2,0.788821027589811
ModelSet,LLM(NL+NA+NT+EL+ET),3,3,0.7777198434072906
ModelSet,LLM(NL+NA+NT+EL+ET),3,4,0.7965228887356013
ModelSet,LLM(NL+NA+NT+EL+ET),3,5,0.7942516586537143
ModelSet,LLM(NL+NA+NT+EL+ET),3,6,0.793370913765164
ModelSet,LLM(NL+NA+NT+EL+ET),3,7,0.7970802382591469
ModelSet,LLM(NL+NA+NT+EL+ET),3,8,0.7979087069712589
ModelSet,LLM(NL+NA+NT+EL+ET),3,9,0.7878036949798468
ModelSet,GNN(R),0,0,0.022846850544629056
ModelSet,GNN(R),0,1,0.02230075455702214
ModelSet,GNN(R),0,2,0.07699502467970988
ModelSet,GNN(R),0,3,0.06420894878322178
ModelSet,GNN(R),0,4,0.05204058695085987
ModelSet,GNN(R),0,5,0.04130703489600848
ModelSet,GNN(R),0,6,0.05063114195880531
ModelSet,GNN(R),0,7,0.050495884201209186
ModelSet,GNN(R),0,8,0.04326482587484376
ModelSet,GNN(R),0,9,0.03601950146291483
ModelSet,GNN(R),1,0,0.10128633704976428
ModelSet,GNN(R),1,1,0.06257119876704526
ModelSet,GNN(R),1,2,0.0458839078455478
ModelSet,GNN(R),1,3,0.03195876728220522
ModelSet,GNN(R),1,4,0.04348612660613439
ModelSet,GNN(R),1,5,0.07239452961567937
ModelSet,GNN(R),1,6,0.07316767437036674
ModelSet,GNN(R),1,7,0.05363292909723305
ModelSet,GNN(R),1,8,0.059034213877951096
ModelSet,GNN(R),1,9,0.05189895059706477
ModelSet,GNN(R),2,0,0.04384327400728052
ModelSet,GNN(R),2,1,0.0920337247897354
ModelSet,GNN(R),2,2,0.07345270620595469
ModelSet,GNN(R),2,3,0.11552710506059616
ModelSet,GNN(R),2,4,0.050876594253175186
ModelSet,GNN(R),2,5,0.06324933263273733
ModelSet,GNN(R),2,6,0.08365940436908187
ModelSet,GNN(R),2,7,0.061098105448666284
ModelSet,GNN(R),2,8,0.03824609944207741
ModelSet,GNN(R),2,9,0.04702260756202339
ModelSet,GNN(R),3,0,0.05901500131281488
ModelSet,GNN(R),3,1,0.06386734657814418
ModelSet,GNN(R),3,2,0.05510789346824994
ModelSet,GNN(R),3,3,0.07706970245723833
ModelSet,GNN(R),3,4,0.07685531084105882
ModelSet,GNN(R),3,5,0.06345558287759447
ModelSet,GNN(R),3,6,0.057537838107036554
ModelSet,GNN(R),3,7,0.0519421534878073
ModelSet,GNN(R),3,8,0.06802050262851417
ModelSet,GNN(R),3,9,0.07539251827622226
ModelSet,GNN(FTLM(NL)),0,0,0.795545443333335
ModelSet,GNN(FTLM(NL)),0,1,0.7990499841008106
ModelSet,GNN(FTLM(NL)),0,2,0.7920811813594244
ModelSet,GNN(FTLM(NL)),0,3,0.7822960537864209
ModelSet,GNN(FTLM(NL)),0,4,0.7859914108615819
ModelSet,GNN(FTLM(NL)),0,5,0.8018918940485982
ModelSet,GNN(FTLM(NL)),0,6,0.7990230271371664
ModelSet,GNN(FTLM(NL)),0,7,0.8093119230483427
ModelSet,GNN(FTLM(NL)),0,8,0.7955048858607665
ModelSet,GNN(FTLM(NL)),0,9,0.8027829636409001
ModelSet,GNN(FTLM(NL)),1,0,0.7909071523750134
ModelSet,GNN(FTLM(NL)),1,1,0.7879500514828838
ModelSet,GNN(FTLM(NL)),1,2,0.7735230774796725
ModelSet,GNN(FTLM(NL)),1,3,0.7773389075501641
ModelSet,GNN(FTLM(NL)),1,4,0.7801679546573212
ModelSet,GNN(FTLM(NL)),1,5,0.7701271817873274
ModelSet,GNN(FTLM(NL)),1,6,0.783268596635939
ModelSet,GNN(FTLM(NL)),1,7,0.7882158964967798
ModelSet,GNN(FTLM(NL)),1,8,0.7746723058441555
ModelSet,GNN(FTLM(NL)),1,9,0.7967529879494233
ModelSet,GNN(FTLM(NL)),2,0,0.7523834844589514
ModelSet,GNN(FTLM(NL)),2,1,0.7531733782183763
ModelSet,GNN(FTLM(NL)),2,2,0.7528554903932162
ModelSet,GNN(FTLM(NL)),2,3,0.7486255155237799
ModelSet,GNN(FTLM(NL)),2,4,0.7587607234354165
ModelSet,GNN(FTLM(NL)),2,5,0.7551802329253606
ModelSet,GNN(FTLM(NL)),2,6,0.7699523467102037
ModelSet,GNN(FTLM(NL)),2,7,0.7604657893661433
ModelSet,GNN(FTLM(NL)),2,8,0.7598392054072753
ModelSet,GNN(FTLM(NL)),2,9,0.7530061593853749
ModelSet,GNN(FTLM(NL)),3,0,0.7542719055695506
ModelSet,GNN(FTLM(NL)),3,1,0.7661944694119884
ModelSet,GNN(FTLM(NL)),3,2,0.7593473725274253
ModelSet,GNN(FTLM(NL)),3,3,0.7755665894112367
ModelSet,GNN(FTLM(NL)),3,4,0.7667260140150974
ModelSet,GNN(FTLM(NL)),3,5,0.781991685677603
ModelSet,GNN(FTLM(NL)),3,6,0.7736177927977234
ModelSet,GNN(FTLM(NL)),3,7,0.7745198236008329
ModelSet,GNN(FTLM(NL)),3,8,0.769075914326998
ModelSet,GNN(FTLM(NL)),3,9,0.7688780510097138
ModelSet,GNN(FTLM(NL+NA)),0,0,0.7668794558047578
ModelSet,GNN(FTLM(NL+NA)),0,1,0.7693040193522244
ModelSet,GNN(FTLM(NL+NA)),0,2,0.7546048676393553
ModelSet,GNN(FTLM(NL+NA)),0,3,0.7654305260957778
ModelSet,GNN(FTLM(NL+NA)),0,4,0.7845897850092146
ModelSet,GNN(FTLM(NL+NA)),0,5,0.7601927897579409
ModelSet,GNN(FTLM(NL+NA)),0,6,0.758700109259563
ModelSet,GNN(FTLM(NL+NA)),0,7,0.7547677705993766
ModelSet,GNN(FTLM(NL+NA)),0,8,0.7479629219800112
ModelSet,GNN(FTLM(NL+NA)),0,9,0.7716999778442704
ModelSet,GNN(FTLM(NL+NA)),1,0,0.8185486887647235
ModelSet,GNN(FTLM(NL+NA)),1,1,0.8206966484057742
ModelSet,GNN(FTLM(NL+NA)),1,2,0.8346035084289594
ModelSet,GNN(FTLM(NL+NA)),1,3,0.8405827031916514
ModelSet,GNN(FTLM(NL+NA)),1,4,0.810003086727198
ModelSet,GNN(FTLM(NL+NA)),1,5,0.82749102659848
ModelSet,GNN(FTLM(NL+NA)),1,6,0.823614608918942
ModelSet,GNN(FTLM(NL+NA)),1,7,0.8215963312878347
ModelSet,GNN(FTLM(NL+NA)),1,8,0.8223198085407302
ModelSet,GNN(FTLM(NL+NA)),1,9,0.817806159347153
ModelSet,GNN(FTLM(NL+NA)),2,0,0.8013215482343241
ModelSet,GNN(FTLM(NL+NA)),2,1,0.792549835399475
ModelSet,GNN(FTLM(NL+NA)),2,2,0.79012326802252
ModelSet,GNN(FTLM(NL+NA)),2,3,0.7982448178557574
ModelSet,GNN(FTLM(NL+NA)),2,4,0.795091711281656
ModelSet,GNN(FTLM(NL+NA)),2,5,0.7911651393369111
ModelSet,GNN(FTLM(NL+NA)),2,6,0.7899659957261808
ModelSet,GNN(FTLM(NL+NA)),2,7,0.8028260849701689
ModelSet,GNN(FTLM(NL+NA)),2,8,0.7916107232587715
ModelSet,GNN(FTLM(NL+NA)),2,9,0.786216790908908
ModelSet,GNN(FTLM(NL+NA)),3,0,0.759310863021262
ModelSet,GNN(FTLM(NL+NA)),3,1,0.7639291639677442
ModelSet,GNN(FTLM(NL+NA)),3,2,0.7575778925215308
ModelSet,GNN(FTLM(NL+NA)),3,3,0.7679941202814471
ModelSet,GNN(FTLM(NL+NA)),3,4,0.7693385312204339
ModelSet,GNN(FTLM(NL+NA)),3,5,0.7485687718224959
ModelSet,GNN(FTLM(NL+NA)),3,6,0.7671900468802234
ModelSet,GNN(FTLM(NL+NA)),3,7,0.7728671853846227
ModelSet,GNN(FTLM(NL+NA)),3,8,0.7685235900092238
ModelSet,GNN(FTLM(NL+NA)),3,9,0.7584324708097047
ModelSet,GNN(FTLM(NL+NA+NT)),0,0,0.7784428277808743
ModelSet,GNN(FTLM(NL+NA+NT)),0,1,0.7607563624653745
ModelSet,GNN(FTLM(NL+NA+NT)),0,2,0.755968265751712
ModelSet,GNN(FTLM(NL+NA+NT)),0,3,0.7572964391095943
ModelSet,GNN(FTLM(NL+NA+NT)),0,4,0.7668921024943574
ModelSet,GNN(FTLM(NL+NA+NT)),0,5,0.775868463979317
ModelSet,GNN(FTLM(NL+NA+NT)),0,6,0.7775117985572206
ModelSet,GNN(FTLM(NL+NA+NT)),0,7,0.7689085846713569
ModelSet,GNN(FTLM(NL+NA+NT)),0,8,0.7562773710672189
ModelSet,GNN(FTLM(NL+NA+NT)),0,9,0.7611078489017387
ModelSet,GNN(FTLM(NL+NA+NT)),1,0,0.8189380533048313
ModelSet,GNN(FTLM(NL+NA+NT)),1,1,0.8254112194437695
ModelSet,GNN(FTLM(NL+NA+NT)),1,2,0.8110486398136812
ModelSet,GNN(FTLM(NL+NA+NT)),1,3,0.8280147507098508
ModelSet,GNN(FTLM(NL+NA+NT)),1,4,0.832818899593582
ModelSet,GNN(FTLM(NL+NA+NT)),1,5,0.8256709998107664
ModelSet,GNN(FTLM(NL+NA+NT)),1,6,0.8311525336374745
ModelSet,GNN(FTLM(NL+NA+NT)),1,7,0.8185629754893134
ModelSet,GNN(FTLM(NL+NA+NT)),1,8,0.8139170653049109
ModelSet,GNN(FTLM(NL+NA+NT)),1,9,0.8212758534748945
ModelSet,GNN(FTLM(NL+NA+NT)),2,0,0.7564225278733021
ModelSet,GNN(FTLM(NL+NA+NT)),2,1,0.7552781417932009
ModelSet,GNN(FTLM(NL+NA+NT)),2,2,0.7418963434353237
ModelSet,GNN(FTLM(NL+NA+NT)),2,3,0.7568416436980929
ModelSet,GNN(FTLM(NL+NA+NT)),2,4,0.7430832323874242
ModelSet,GNN(FTLM(NL+NA+NT)),2,5,0.7596140379815655
ModelSet,GNN(FTLM(NL+NA+NT)),2,6,0.7503502282294192
ModelSet,GNN(FTLM(NL+NA+NT)),2,7,0.7419386866756278
ModelSet,GNN(FTLM(NL+NA+NT)),2,8,0.7531634802724023
ModelSet,GNN(FTLM(NL+NA+NT)),2,9,0.7390332558147871
ModelSet,GNN(FTLM(NL+NA+NT)),3,0,0.7415827506712229
ModelSet,GNN(FTLM(NL+NA+NT)),3,1,0.7369450003332352
ModelSet,GNN(FTLM(NL+NA+NT)),3,2,0.7523272623822734
ModelSet,GNN(FTLM(NL+NA+NT)),3,3,0.7495215685880369
ModelSet,GNN(FTLM(NL+NA+NT)),3,4,0.7493059806532737
ModelSet,GNN(FTLM(NL+NA+NT)),3,5,0.7463113308212757
ModelSet,GNN(FTLM(NL+NA+NT)),3,6,0.76294096211174
ModelSet,GNN(FTLM(NL+NA+NT)),3,7,0.7461875464011606
ModelSet,GNN(FTLM(NL+NA+NT)),3,8,0.7434892880329133
ModelSet,GNN(FTLM(NL+NA+NT)),3,9,0.7612150108146193
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,0,0.8107915539027256
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,1,0.8010497290486204
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,2,0.782339749798751
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,3,0.7926026010877602
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,4,0.8035161283429716
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,5,0.7981595115828429
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,6,0.8119866802031
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,7,0.7856977692363802
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,8,0.8041054287779499
ModelSet,GNN(FTLM(NL+NA+NT+EL)),1,9,0.7923567006629171
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,0,0.7979073727644395
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,1,0.7853239473352973
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,2,0.7952758121975453
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,3,0.7801722382252473
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,4,0.7733145106961494
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,5,0.7760065522263179
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,6,0.7805397086210485
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,7,0.7767766772396753
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,8,0.7968041520145697
ModelSet,GNN(FTLM(NL+NA+NT+EL)),2,9,0.7980501941058161
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,0,0.7914574183133049
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,1,0.779692244233522
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,2,0.7879346632215306
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,3,0.7828262213009296
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,4,0.8020866701564183
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,5,0.7918434916323738
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,6,0.7934049288612572
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,7,0.7854028519314917
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,8,0.7708981055512353
ModelSet,GNN(FTLM(NL+NA+NT+EL)),3,9,0.7820597908521012
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,0,0.7969503103908524
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,1,0.8103322932312127
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,2,0.8078688624820385
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,3,0.7997853543170319
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,4,0.8035025199224072
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,5,0.821098290769701
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,6,0.7983659124657437
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,7,0.7987384121673379
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,8,0.8049449194270161
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),1,9,0.8007077676378396
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,0,0.7671412737922573
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,1,0.7757830383356774
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,2,0.7865900173040915
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,3,0.7549845548344255
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,4,0.7708358008416649
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,5,0.7713729467066885
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,6,0.7702446110318475
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,7,0.7693160014034337
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,8,0.7679366658968539
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),2,9,0.780037735347779
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,0,0.7448137613477989
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,1,0.7478541566090834
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,2,0.7489989770066199
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,3,0.7499674602264969
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,4,0.7474622260092237
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,5,0.7579932132448944
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,6,0.7489218908267586
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,7,0.7505665479674243
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,8,0.748536921619019
ModelSet,GNN(FTLM(NL+NA+NT+EL+ET)),3,9,0.7399727802070676
